epoch,train loss,valid loss
0,1.157074974133418,1.0975850820541382
1,1.1231190241300142,1.108144372701645
2,1.1119804382324219,1.1085191071033478
3,1.1028505288637602,1.1059831082820892
4,1.0929624850933368,1.0978430211544037
5,1.0626566410064697,1.083962231874466
6,1.0413318872451782,1.082305669784546
7,1.0187676090460558,1.0715338289737701
8,1.0219405110065753,1.0688667595386505
9,1.0193028908509474,1.0743160247802734
10,1.021023424772116,1.0734926164150238
11,1.001653593320113,1.0737196803092957
12,0.9943332213621873,1.0750446617603302
13,0.9883041519385117,1.073138028383255
14,0.958705484867096,1.0768966674804688
15,0.9644688688791715,1.073127269744873
16,0.9486545599423922,1.0720336735248566
17,0.9522892374258775,1.0641643702983856
18,0.9312582978835473,1.0578926801681519
19,0.9431985662533686,1.062400996685028
20,0.9469574002119211,1.0556077659130096
21,0.9356019175969638,1.0606790482997894
22,0.9316867131453294,1.0601247251033783
23,0.9313895014616159,1.0543867945671082
24,0.9024169720136203,1.0613293051719666
25,0.917087027659783,1.0629125535488129
26,0.9040249631955073,1.0724566876888275
27,0.8954650713847234,1.0765511393547058
28,0.886106536938594,1.0703580677509308
29,0.8928088224851168,1.0755022466182709
30,0.8753182337834284,1.066724568605423
31,0.8840951231809763,1.058770477771759
32,0.8606497553678659,1.0523731708526611
33,0.8789415863844064,1.044342577457428
34,0.8690642897899334,1.0494311153888702
35,0.8656721481910119,1.0570711195468903
36,0.8507209145105802,1.0563408732414246
37,0.867932026202862,1.055877685546875
38,0.8658173955403842,1.0615326762199402
39,0.8588491540688735,1.0596349239349365
40,0.8663880366545457,1.052053451538086
41,0.8450374649121211,1.0443150401115417
42,0.8282240766745347,1.0571375489234924
43,0.829587500828963,1.0579752027988434
44,0.8325342398423415,1.056161254644394
45,0.8252158164978027,1.0480150878429413
46,0.8104154100784888,1.0379719287157059
47,0.8175240388283362,1.0493500530719757
48,0.8079497447380652,1.0542064160108566
49,0.8124962494923518,1.0477338433265686
50,0.8286277239139264,1.0480190515518188
51,0.8006680378547082,1.0604829788208008
52,0.8069482583266038,1.0585712790489197
53,0.8125617916767414,1.0548505336046219
54,0.7930097671655508,1.0562581270933151
55,0.7903357514968286,1.0498376488685608
56,0.8084547473834112,1.0371697843074799
57,0.8002674396221454,1.0389574319124222
58,0.7937695200626667,1.0404437333345413
59,0.772295030263754,1.0602331012487411
60,0.7926514057012705,1.0508126020431519
61,0.8002357299511249,1.0429684072732925
62,0.7821711026705228,1.0588991791009903
63,0.7865882286658654,1.0556630045175552
64,0.7607394135915316,1.0669882148504257
65,0.7521111277433542,1.0719022154808044
66,0.7559014375393207,1.0771068632602692
67,0.7596251964569092,1.0706407129764557
68,0.7728014725905198,1.0706519186496735
69,0.7667022668398343,1.07104954123497
70,0.7623771108113803,1.0601237565279007
71,0.7484785639322721,1.0646647810935974
72,0.7670848415448115,1.0727468132972717
73,0.7630927608563349,1.0819564461708069
74,0.7482248773941627,1.0716072916984558
75,0.7638195569698627,1.0918672382831573
76,0.7680510878562927,1.0836390554904938
77,0.7681893431223356,1.1026188433170319
78,0.7392604626142062,1.0915348529815674
79,0.742722763465001,1.078554391860962
80,0.7410578498473535,1.07377028465271
81,0.7329526039270254,1.0716443955898285
82,0.737927244259761,1.0775172412395477
83,0.7527055556957538,1.0887252390384674
84,0.7291148350788996,1.0823964476585388
85,0.7415742965844961,1.0820006132125854
86,0.7349873093458322,1.0787656009197235
